,id,average0,average1,average2,average3,average4,average5,average6,average7,average8,average9,average10,average11,average12,average13,average14,average15,average16,average17,average18,average19,average20,average21,average22,average23,average24,rating,z_score,category,binary_category
36,recording36.mp3,347.6645,592.5655,228.77200000000002,468.058,296.9997499999999,291.1817500000001,497.50750000000005,667.102,308.13025000000005,343.869,315.88325,360.675,340.6857499999999,1031.4355,473.17375000000004,1506.8115,1216.8120000000001,256.92449999999997,585.7545000000002,394.33375000000007,373.65425,1060.2395000000001,346.32125,312.957,305.99875,6.857142857142857,0.5564783678105519,good,good
37,recording37.mp3,580.8580000000002,525.0599999999998,458.30975000000007,946.0645000000004,394.89400000000006,115.55975000000001,522.7059999999999,584.5589999999999,358.92024999999995,835.0737499999999,189.329,144.80800000000002,329.34675,522.118,331.31200000000007,442.4442499999999,454.17024999999995,487.3262499999998,548.6467500000001,371.64525000000003,368.51025,384.91549999999995,1020.4204999999998,422.7490000000001,376.2355,3.0,-0.7991378081073695,bad,bad
38,recording38.mp3,361.54024999999996,595.2439999999999,355.55549999999994,1230.9482500000001,276.39949999999993,494.053,443.52825,326.44375,690.2260000000002,1343.45125,286.93375000000003,367.62475,338.8447499999999,407.7155,903.8792499999997,441.64524999999986,287.84324999999995,259.72799999999995,228.42199999999997,490.39925000000005,483.94024999999993,739.3415000000001,1331.8075000000001,303.62475000000006,284.14725,7.428571428571429,0.822832756472119,good,good
39,recording39.mp3,5097.129750000002,14111.824000000002,12086.6485,12422.674500000005,1069.7744999999998,568.72425,4036.5190000000002,9576.067000000001,9365.342500000002,11507.31225,1890.261,296.63525000000004,4117.509749999999,8126.03925,7975.2735,943.0419999999998,1498.33825,2169.4477499999994,219.22974999999997,3097.76675,364.67374999999987,2345.692,9928.036749999997,260.467,1950.6119999999987,5.375,-0.2303914042001926,okay,bad
40,recording40.mp3,533.9777500000002,383.50275,2381.8077499999995,769.0695000000001,285.9387500000001,345.67125,263.5165,254.95575,662.6737499999999,783.0624999999997,302.12175,592.0762500000001,360.28525,315.96125,300.91549999999995,389.05550000000005,237.54700000000003,269.25849999999997,244.579,521.0864999999999,374.75149999999996,249.32249999999993,430.453,327.0640000000001,297.08125,4.166666666666667,-0.40718314858747945,okay,bad
41,recording41.mp3,583.5137499999998,609.7145,468.99350000000004,379.16275000000013,667.3629999999999,363.8639999999999,642.66825,564.121,434.62725,392.63,394.91399999999993,516.84925,495.94875000000036,424.2875,369.06875,528.2675,656.0727499999999,564.5200000000001,615.6007500000001,469.084,405.60975,443.1562500000001,438.3455000000001,432.2554999999999,391.33399999999995,5.5,0.2003130595697376,okay,good
42,recording42.mp3,370.13975,354.39900000000006,350.33250000000004,352.9454999999999,322.6070000000001,427.6465,395.1930000000001,491.4862500000002,582.2470000000001,494.9765000000001,459.47350000000006,398.92475,374.4537499999999,353.8772500000001,576.1092500000001,600.4329999999999,558.72425,472.14124999999996,446.1097500000001,394.25699999999995,422.16124999999994,452.149,396.2802499999999,399.23725,396.5215000000002,5.888888888888889,0.08075371219245873,okay,good
43,recording43.mp3,380.74699999999996,383.104,402.51949999999994,342.57399999999996,446.79574999999994,688.5445000000001,405.3954999999999,307.8314999999999,188.09025,283.9755,376.68225,247.77924999999996,297.242,325.20775,352.92875000000004,194.61425,324.0592500000001,563.3580000000001,471.1542500000002,246.05475,358.7435000000001,286.6912500000001,188.8765,178.68075000000002,333.4045,4.222222222222222,-0.44426707857684733,okay,bad
44,recording44.mp3,1117.9695000000002,1602.2262499999997,1868.7532500000002,1043.15,947.6999999999998,1887.5510000000002,1391.0447499999998,1076.4479999999999,1926.6872499999997,1737.9157500000001,853.7657499999999,1002.604,1287.3670000000006,1149.3317499999998,2048.348500000001,591.79325,469.4525,244.62399999999994,86.70275000000001,98.93574999999998,622.1384999999999,1257.66175,1652.3229999999999,1028.6330000000003,814.6897500000002,4.25,-0.5469681434535538,okay,bad
45,recording45.mp3,406.9327500000001,235.475,145.60224999999997,637.9820000000002,272.9915,238.79300000000003,101.9715,295.23,235.70699999999994,1138.6922499999998,353.02075,278.2752500000001,86.13975,329.553,477.04824999999994,629.8465,515.1327500000003,283.06975000000006,586.2312500000004,247.4595,424.526,236.88674999999998,915.653,257.16800000000006,368.0655,6.0,0.19038210054436402,okay,good
